x,y
1788,1
1790,1
1792,1
1794,1
1796,1
1798,1
1800,1
1803,1
1805,1
1807,1
1809,2
1811,2
1813,2
1815,2
1817,2
1819,2
1821,2
1823,2
1825,2
1827,2
1829,2
1831,3
1833,3
1835,3
1837,3
1839,3
1841,3
1844,3
1846,3
1848,3
1850,4
1852,4
1854,4
1856,4
1858,4
1860,4
1862,4
1864,4
1866,5
1868,5
1870,5
1872,5
1874,5
1876,5
1878,5
1880,6
1882,6
1884,6
1886,6
1888,6
1890,6
1892,6
1894,7
1896,7
1898,7
1900,7
1902,7
1904,7
1906,8
1908,8
1910,8
1912,8
1914,8
1916,9
1918,9
1920,9
1922,9
1923,9
1925,10
1927,10
1929,10
1931,10
1933,10
1935,11
1937,11
1939,11
1941,11
1943,11
1945,12
1947,12
1949,12
1951,12
1953,13
1955,13
1956,13
1958,13
1960,14
1962,14
1964,14
1966,14
1968,15
1970,15
1972,15
1974,15
1976,16
1977,16
1979,16
1981,16
1983,17
1985,17
1987,17
1989,17
1991,18
1993,18
1994,18
1996,19
1998,19
2000,19
2002,19
2004,20
2006,20
2007,20
2009,21
2011,21
2013,21
2015,22
2017,22
2018,22
2020,22
2022,23
2024,23
2026,23
2028,24
2029,24
2031,24
2033,25
2035,25
2037,25
2038,26
2040,26
2042,26
2044,27
2046,27
2047,27
2049,28
2051,28
2053,29
2055,29
2056,29
2058,30
2060,30
2062,30
2063,31
2065,31
2067,31
2069,32
2070,32
2072,33
2074,33
2076,33
2077,34
2079,34
2081,35
2082,35
2084,35
2086,36
2088,36
2089,37
2091,37
2093,37
2094,38
2096,38
2098,39
2099,39
2101,40
2103,40
2105,40
2106,41
2108,41
2110,42
2111,42
2113,43
2114,43
2116,43
2118,44
2119,44
2121,45
2123,45
2124,46
2126,46
2128,47
2129,47
2131,48
2132,48
2134,49
2136,49
2137,50
2139,50
2140,51
2142,51
2144,52
2145,52
2147,52
2148,53
2150,54
2151,54
2153,55
2155,55
2156,56
2158,56
2159,57
2161,57
2162,58
2164,58
2165,59
2167,59
2168,60
2170,60
2171,61
2173,61
2174,62
2176,62
2177,63
2179,64
2180,64
2182,65
2183,65
2185,66
2186,66
2188,67
2189,68
2191,68
2192,69
2194,69
2195,70
2196,70
2198,71
2199,72
2201,72
2202,73
2203,73
2205,74
2206,75
2208,75
2209,76
2210,76
2212,77
2213,78
2215,78
2216,79
2217,80
2219,80
2220,81
2221,81
2223,82
2224,83
2225,83
2227,84
2228,85
2229,85
2231,86
2232,87
2233,87
2235,88
2236,89
2237,89
2239,90
2240,91
2241,91
2242,92
2244,93
2245,93
2246,94
2247,95
2249,95
2250,96
2251,97
2252,98
2254,98
2255,99
2256,100
2257,100
2258,101
2260,102
2261,103
2262,103
2263,104
2264,105
2266,106
2267,106
2268,107
2269,108
2270,109
2271,109
2273,110
2274,111
2275,112
2276,112
2277,113
2278,114
2279,115
2280,115
2282,116
2283,117
2284,118
2285,118
2286,119
2287,120
2288,121
2289,122
2290,122
2291,123
2292,124
2293,125
2294,126
2295,127
2296,127
2297,128
2298,129
2299,130
2300,131
2301,131
2302,132
2303,133
2304,134
2305,135
2306,136
2307,137
2308,137
2309,138
2310,139
2311,140
2312,141
2313,142
2314,143
2315,143
2316,144
2316,145
2317,146
2318,147
2319,148
2320,149
2321,150
2322,151
2323,151
2323,152
2324,153
2325,154
2326,155
2327,156
2328,157
2328,158
2329,159
2330,160
2331,161
2332,162
2332,163
2333,163
2334,164
2335,165
2336,166
2336,167
2337,168
2338,169
2339,170
2339,171
2340,172
2341,173
2342,174
2342,175
2343,176
2344,177
2344,178
2345,179
2346,180
2347,181
2347,182
2348,183
2349,183
2349,184
2350,185
2351,186
2351,187
2352,188
2353,189
2353,190
2354,191
2355,192
2355,193
2356,194
2357,195
2357,196
2358,197
2359,198
2359,199
2360,200
2360,201
2361,202
2362,203
2362,204
2363,205
2364,206
2364,207
2365,208
2365,209
2366,210
2367,211
2367,212
2368,213
2368,214
2369,215
2370,216
2370,217
2371,218
2371,219
2372,220
2372,221
2373,221
2374,222
2374,223
2375,224
2375,225
2376,226
2376,227
2377,228
2378,229
2378,230
2379,231
2379,232
2380,233
2380,234
2381,235
2381,236
2382,237
2383,238
2383,239
2384,240
2384,241
2385,242
2385,242
2386,243
2386,244
2387,245
2387,246
2388,247
2389,248
2389,249
2390,250
2390,251
2391,252
2391,253
2392,253
2392,254
2393,255
2393,256
2394,257
2395,258
2395,259
2396,260
2396,261
2397,262
2397,262
2398,263
2398,264
2399,265
2399,266
2400,267
2400,268
2401,268
2402,269
2402,270
2403,271
2403,272
2404,273
2404,273
2405,274
2405,275
2406,276
2406,277
2407,278
2408,278
2408,279
2409,280
2409,281
2410,282
2410,282
2411,283
2412,284
2412,285
2413,285
2413,286
2414,287
2414,288
2415,288
2416,289
2416,290
2417,291
2417,291
2418,292
2418,293
2419,294
2420,294
2420,295
2421,296
2421,296
2422,297
2423,298
2423,298
2424,299
2425,300
2425,300
2426,301
2426,302
2427,302
2428,303
2428,304
2429,304
2430,305
2430,305
2431,306
2431,307
2432,307
2433,308
2433,308
2434,309
2435,309
2435,310
2436,311
2437,311
2437,312
2438,312
2439,313
2440,313
2440,314
2441,314
2442,315
2442,315
2443,316
2444,316
2445,317
2445,317
2446,318
2447,318
2447,319
2448,319
2449,319
2450,320
2450,320
2451,321
2452,321
2453,321
2454,322
2454,322
2455,323
2456,323
2457,323
2458,324
2458,324
2459,324
2460,325
2461,325
2462,325
2462,326
2463,326
2464,326
2465,326
2466,327
2467,327
2467,327
2468,328
2469,328
2470,328
2471,328
2472,329
2473,329
2473,329
2474,329
2475,329
2476,330
2477,330
2478,330
2479,330
2480,331
2481,331
2482,331
2482,331
2483,331
2484,331
2485,332
2486,332
2487,332
2488,332
2489,332
2490,332
2491,333
2492,333
2493,333
2494,333
2495,333
2496,333
2497,333
2498,334
2499,334
2499,334
2500,334
2501,334
2502,334
2503,334
2504,334
2505,334
2506,334
2507,335
2508,335
2509,335
2510,335
2511,335
2512,335
2513,335
2514,335
2515,335
2517,335
2518,335
2519,335
2520,336
2521,336
2522,336
2523,336
2524,336
2525,336
2526,336
2527,336
2528,336
2529,336
2530,336
2531,336
2532,336
2533,336
2534,336
2535,336
2536,336
2538,336
2539,336
2540,337
2541,337
2542,337
2543,337
2544,337
2545,337
2546,337
2547,337
2548,337
2549,337
2551,337
2552,337
2553,337
2554,337
2555,337
2556,337
2557,337
2558,337
2559,337
2560,337
2562,337
2563,338
2564,338
2565,338
2566,338
2567,338
2568,338
2569,338
2571,338
2572,338
2573,338
2574,338
2575,338
2576,338
2577,338
2579,338
2580,338
2581,339
2582,339
2583,339
2584,339
2585,339
2586,339
2588,339
2589,339
2590,339
2591,339
2592,340
2593,340
2595,340
2596,340
2597,340
2598,340
2599,340
2600,340
2601,340
2603,341
2604,341
2605,341
2606,341
2607,341
2608,341
2610,342
2611,342
2612,342
2613,342
2614,342
2615,342
2617,343
2618,343
2619,343
2620,343
2621,343
2622,344
2624,344
2625,344
2626,344
2627,344
2628,345
2629,345
2631,345
2632,345
2633,346
2634,346
2635,346
2636,346
2638,347
2639,347
2640,347
2641,348
2642,348
2643,348
2645,349
2646,349
2647,349
2648,350
2649,350
2650,350
2651,351
2653,351
2654,351
2655,352
2656,352
2657,352
2658,353
2660,353
2661,354
2662,354
2663,354
2664,355
2665,355
2667,356
2668,356
2669,357
2670,357
2671,358
2672,358
2673,359
2675,359
2676,360
2677,360
2678,361
2679,361
2680,362
2682,362
2683,363
2684,363
2685,364
2686,365
2687,365
2688,366
2690,366
2691,367
2692,367
2693,368
2694,369
2695,369
2696,370
2698,371
2699,371
2700,372
