x,y
905,793
905,792
905,792
906,791
906,790
907,789
907,788
908,787
908,786
909,785
909,783
910,782
911,781
911,779
912,778
913,777
914,775
914,773
915,772
916,770
917,768
918,767
918,765
919,763
920,761
921,759
922,757
923,755
924,753
925,751
926,749
927,747
928,745
929,743
930,740
931,738
932,736
933,733
934,731
936,729
937,726
938,724
939,721
940,719
941,716
942,714
943,711
945,708
946,706
947,703
948,700
949,698
950,695
951,692
953,689
954,687
955,684
956,681
957,678
958,675
959,672
961,670
962,667
963,664
964,661
965,658
966,655
967,652
968,649
969,646
970,643
971,640
972,637
973,634
974,631
975,628
976,625
977,622
978,619
979,616
980,613
981,610
982,607
983,604
983,601
984,598
985,595
986,592
987,589
987,586
988,583
989,580
989,577
990,574
991,571
991,568
992,565
992,562
993,560
993,557
994,554
994,551
995,548
995,545
995,542
996,539
996,536
997,533
997,531
997,528
998,525
998,522
998,519
998,516
999,514
999,511
999,508
999,505
999,502
999,500
999,497
1000,494
1000,491
1000,488
1000,486
1000,483
1000,480
1000,477
1000,475
1000,472
1000,469
1000,466
1000,464
999,461
999,458
999,456
999,453
999,450
999,447
999,445
998,442
998,439
998,437
998,434
997,431
997,429
997,426
997,423
996,421
996,418
996,416
995,413
995,410
995,408
994,405
994,403
993,400
993,397
993,395
992,392
992,390
991,387
991,385
990,382
990,379
989,377
989,374
988,372
988,369
987,367
987,364
986,362
986,359
985,357
984,354
984,352
983,349
983,347
982,344
981,342
981,339
980,337
980,334
979,332
978,329
978,327
977,325
976,322
976,320
975,317
974,315
974,312
973,310
972,308
971,305
971,303
970,300
969,298
968,296
968,293
967,291
966,289
965,286
964,284
964,282
963,279
962,277
961,275
960,272
959,270
958,268
957,266
957,263
956,261
955,259
954,257
953,254
952,252
951,250
950,248
949,245
948,243
947,241
946,239
945,237
944,235
943,232
941,230
940,228
939,226
938,224
937,222
936,220
935,218
933,216
932,214
931,212
930,210
929,208
927,206
926,204
925,202
923,200
922,198
921,196
919,194
918,192
917,190
915,188
914,186
913,184
911,182
910,180
908,179
907,177
905,175
904,173
902,171
901,170
899,168
897,166
896,164
894,163
893,161
891,159
889,157
888,156
886,154
884,152
882,151
881,149
879,148
877,146
875,144
873,143
871,141
870,140
868,138
866,137
864,135
862,134
860,132
858,131
856,129
854,128
852,126
850,125
848,124
846,122
844,121
842,119
840,118
838,117
836,115
834,114
832,112
830,111
827,110
825,109
823,107
821,106
819,105
817,103
815,102
812,101
810,100
808,98
806,97
804,96
801,95
799,93
797,92
795,91
793,90
790,88
788,87
786,86
784,85
781,84
779,83
777,81
775,80
772,79
770,78
768,77
765,76
763,75
761,73
759,72
756,71
754,70
752,69
750,68
747,67
745,66
743,64
740,63
738,62
736,61
734,60
